;¸½¼Ó±¬ÂÊ£¬¹ÖÌ«ÉÙ¿É´Ó°ÑÕâÀï¼Óµ½MonGen.txtÎÄ¼þÄÚÈÝºóÃæ
´úÂë  x     y     Ãû³Æ          ·¶Î§  ÊýÁ¿  Ê±¼ä
D714  309   19    ºÚÒ°Öí          30    5     10
D714  350   303   ºÚÒ°Öí          30    5     10
D714  111   105   ºÚÒ°Öí          30    5     10
D714  158   149   ºÚÒ°Öí          30    5     10
D714  200   200   ºÚÒ°Öí          30    5     10
D714  255   306   ºÚÒ°Öí          30    5     10
D714  287   286   ºÚÒ°Öí          30    5     10
D714  56    158   ºÚÒ°Öí          30    5     10
D714  153   237   ºÚÒ°Öí          30    5     10
D714  112   250   ºÚÒ°Öí          30    5     10
D714  114   314   ºÚÒ°Öí          30    5     10
D714  304   340   ºÚÒ°Öí          30    5     10
D714  100   100   ºÚÒ°Öí          100   1     5     50
D714  300   100   ºÚÒ°Öí          100   1     5     50
D714  100   300   ºÚÒ°Öí          100   1     5     50
D714  300   300   ºÚÒ°Öí          100   1     5     50
D714  251   41    ºÚÉ«¶ñÇù        30    5     10
D714  321   72    ºÚÉ«¶ñÇù        30    5     10
D714  363   146   ºÚÉ«¶ñÇù        30    5     10
D714  172   59    ºÚÉ«¶ñÇù        30    5     10
D714  210   93    ºÚÉ«¶ñÇù        30    5     10
D714  262   140   ºÚÉ«¶ñÇù        30    5     10
D714  309   19    ºÚÉ«¶ñÇù        30    5     10
D714  350   303   ºÚÉ«¶ñÇù        30    5     10
D714  111   105   ºÚÉ«¶ñÇù        30    5     10
D714  158   149   ºÚÉ«¶ñÇù        30    5     10
D714  200   200   ºÚÉ«¶ñÇù        30    5     10
D714  255   306   ºÚÉ«¶ñÇù        30    5     10
D714  287   286   ºÚÉ«¶ñÇù        30    5     10
D714  56    158   ºÚÉ«¶ñÇù        30    5     10
D714  153   237   ºÚÉ«¶ñÇù        30    5     10
D714  112   250   ºÚÉ«¶ñÇù        30    5     10
D714  114   314   ºÚÉ«¶ñÇù        30    5     10
D714  304   340   ºÚÉ«¶ñÇù        30    5     10
D714  100   100   Ð«Éß            100   1     5     50
D714  300   100   Ð«Éß            100   1     5     50
D714  100   300   Ð«Éß            100   1     5     50
D714  300   300   Ð«Éß            100   1     5     50
D714  200   200   Ð«Éß            200   30    10
D714  200   200   Ð¨¶ê            200   55    10
D714  200   200   °×Ò°Öí          200   1     120
D714  200   200   ½ÇÓ¬            200   30    10

D714  200   200   ºìÒ°Öí0         200   1     15
D714  200   200   ºÚÒ°Öí0         200   1     15
D714  200   200   ºÚÉ«¶ñÇù0       200   1     15
D714  200   200   Ð«Éß0           200   1     15

D714  200   200   ºìÒ°Öí3         200   15    30
D714  200   200   ºÚÒ°Öí3         200   15    30
D714  200   200   Ð«Éß3           200   15    30



D715  200   200   ºìÒ°Öí          200   50    10
D715  200   200   Ð¨¶ê            200   50    10
D715  200   200   Ð«Éß            200   50    10
D715  200   200   ºÚÒ°Öí          200   50    10
D715  200   200   ºÚÉ«¶ñÇù        200   50    10
D715  200   200   °×Ò°Öí          200   1     120
D715  200   200   ½ÇÓ¬            200   60    10

D715  200   200   ºìÒ°Öí0         200   1     30
D715  200   200   ºÚÒ°Öí0         200   1     30
D715  200   200   ºÚÉ«¶ñÇù0       200   1     30
D715  200   200   Ð«Éß0           200   1     30

D715  200   200   ºìÒ°Öí3         200   20    15
D715  200   200   ºÚÒ°Öí3         200   20    15
D715  200   200   Ð«Éß3           200   20    15

D71601 25    25    ºìÒ°Öí          25    7     10
D71601 25    25    ºÚÒ°Öí          25    7     10
D71601 25    25    Ð¨¶ê            25    10    10
D71601 25    25    Ð«Éß            25    7     10
D71601 25    25    ºÚÉ«¶ñÇù        25    10    10
D71601 25    25   ºÚÒ°Öí            25    5     10
D71601 25    25    ºìÒ°Öí0         25    1     120
D71601 25    25    ºìÒ°Öí3         25    1     30
D71601 25    25    ºÚÒ°Öí3         25    1     30
D71601 25    25    Ð«Éß3           25    1     30

D71602 25    25    ºìÒ°Öí          25    7     10
D71602 25    25    ºÚÒ°Öí          25    7     10
D71602 25    25    Ð¨¶ê            25    10    10
D71602 25    25    Ð«Éß            25    7     10
D71602 25    25    ºÚÉ«¶ñÇù        25    10    10
D71602 25    25   ºÚÒ°Öí            25    5     10

D71602 25    25    ºÚÒ°Öí0         25    1     120

D71602 25    25    ºìÒ°Öí3         25    1     30
D71602 25    25    ºÚÒ°Öí3         25    1     30
D71602 25    25    Ð«Éß3           25    1     30


D71603 25    25    ºìÒ°Öí          25    7     10
D71603 25    25    ºÚÒ°Öí          25    7     10
D71603 25    25    Ð¨¶ê            25    10    10
D71603 25    25    Ð«Éß            25    7     10
D71603 25    25    ºÚÉ«¶ñÇù        25    10    10
D71603 25    25   ºÚÒ°Öí            25    5     10

D71603 25    25    ºÚÉ«¶ñÇù0       25    1     120

D71603 25    25    ºìÒ°Öí3         25    1     30
D71603 25    25    ºÚÒ°Öí3         25    1     30
D71603 25    25    Ð«Éß3           25    1     30


D71604 25    25    ºìÒ°Öí          25    7     10
D71604 25    25    ºÚÒ°Öí          25    7     10
D71604 25    25    Ð¨¶ê            25    10    10
D71604 25    25    Ð«Éß            25    7     10
D71604 25    25    ºÚÉ«¶ñÇù        25    10    10
D71604 25    25   ºÚÒ°Öí            25    5     10

D71604 25    25    Ð«Éß0           25    1     120

D71604 25    25    ºìÒ°Öí3         25    1     30
D71604 25    25    ºÚÒ°Öí3         25    1     30
D71604 25    25    Ð«Éß3           25    1     30


D71605 25    25    ºìÒ°Öí          25    7     10
D71605 25    25    ºÚÒ°Öí          25    7     10
D71605 25    25    Ð¨¶ê            25    10    10
D71605 25    25    Ð«Éß            25    7     10
D71605 25    25    ºÚÉ«¶ñÇù        25    10    10
D71605 25    25   ºÚÒ°Öí            25    5     10

D71605 25    25    ºìÒ°Öí0         25    1     120

D71605 25    25    ºìÒ°Öí3         25    1     30
D71605 25    25    ºÚÒ°Öí3         25    1     30
D71605 25    25    Ð«Éß3           25    1     30

D71606 25    25    ºìÒ°Öí          25    7     10
D71606 25    25    ºÚÒ°Öí          25    7     10
D71606 25    25    Ð¨¶ê            25    10    10
D71606 25    25    Ð«Éß            25    7     10
D71606 25    25    ºÚÉ«¶ñÇù        25    10    10
D71606 25    25   ºÚÒ°Öí            25    5     10

D71606 25    25    ºÚÒ°Öí0         25    1     120

D71606 25    25    ºìÒ°Öí3         25    1     30
D71606 25    25    ºÚÒ°Öí3         25    1     30
D71606 25    25    Ð«Éß3           25    1     30

D71607 25    25    ºìÒ°Öí          25    7     10
D71607 25    25    ºÚÒ°Öí          25    7     10
D71607 25    25    Ð¨¶ê            25    10    10
D71607 25    25    Ð«Éß            25    7     10
D71607 25    25    ºÚÉ«¶ñÇù        25    10    10
D71607 25    25   ºÚÒ°Öí            25    5     10

D71607 25    25    ºÚÉ«¶ñÇù0       25    1     120

D71607 25    25    ºìÒ°Öí3         25    1     30
D71607 25    25    ºÚÒ°Öí3         25    1     30
D71607 25    25    Ð«Éß3           25    1     30

D71608 25    25    ºìÒ°Öí          25    7     10
D71608 25    25    ºÚÒ°Öí          25    7     10
D71608 25    25    Ð¨¶ê            25    10    10
D71608 25    25    Ð«Éß            25    7     10
D71608 25    25    ºÚÉ«¶ñÇù        25    15    10
D71608 25    25   ºÚÒ°Öí            25    1     10
D71608 25    25    Ð«Éß0           25    1     120
D71608 25    25    ºìÒ°Öí3         25    1     30
D71608 25    25    ºÚÒ°Öí3         25    1     30
D71608 25    25    Ð«Éß3           25    1     30
D71609 25    25    ºìÒ°Öí          25    7     10
D71609 25    25    ºÚÒ°Öí          25    7     10
D71609 25    25    Ð¨¶ê            25    10    10
D71609 25    25    Ð«Éß            25    7     10
D71609 25    25    ºÚÉ«¶ñÇù        25    15    10
D71609 25    25   ºÚÒ°Öí            25    1     10

D71609 25    25    ºìÒ°Öí0         25    1     120

D71609 25    25    ºìÒ°Öí3         25    1     30
D71609 25    25    ºÚÒ°Öí3         25    1     30
D71609 25    25    Ð«Éß3           25    1     30

D71610 25    25    ºìÒ°Öí          25    7     10
D71610 25    25    ºÚÒ°Öí          25    7     10
D71610 25    25    Ð¨¶ê            25    10    10
D71610 25    25    Ð«Éß            25    7     10
D71610 25    25    ºÚÉ«¶ñÇù        25    15    10
D71610 25    25   ºÚÒ°Öí            25    1     10

D71610 25    25    ºÚÒ°Öí0         25    1     120
D71610 25    25    ºìÒ°Öí3         25    1     30
D71610 25    25    ºÚÒ°Öí3         25    1     30
D71610 25    25    Ð«Éß3           25    1     30

D71611 25    25    ºìÒ°Öí          25    7     10
D71611 25    25    ºÚÒ°Öí          25    7     10
D71611 25    25    Ð¨¶ê            25    10    10
D71611 25    25    Ð«Éß            25    7     10
D71611 25    25    ºÚÉ«¶ñÇù        25    15    10
D71611 25    25   ºÚÒ°Öí            25    1     10

D71611 25    25    ºÚÉ«¶ñÇù0       25    1     120

D71611 25    25    ºìÒ°Öí3         25    1     30
D71611 25    25    ºÚÒ°Öí3         25    1     30
D71611 25    25    Ð«Éß3           25    1     30

D71612 25    25    ºìÒ°Öí          25    7     10
D71612 25    25    ºÚÒ°Öí          25    7     10
D71612 25    25    Ð¨¶ê            25    10    10
D71612 25    25    Ð«Éß            25    7     10
D71612 25    25    ºÚÉ«¶ñÇù        25    10    10
D71612 25    25   ºÚÒ°Öí            25    5     10

D71612 25    25    Ð«Éß0           25    1     120

D71612 25    25    ºìÒ°Öí3         25    1     30
D71612 25    25    ºÚÒ°Öí3         25    1     30
D71612 25    25    Ð«Éß3           25    1     30

D71613 25    25    ºìÒ°Öí          25    7     10
D71613 25    25    ºÚÒ°Öí          25    7     10
D71613 25    25    Ð¨¶ê            25    10    10
D71613 25    25    Ð«Éß            25    7     10
D71613 25    25    ºÚÉ«¶ñÇù        25    10    10
D71613 25    25   ºÚÒ°Öí            25    5     10

D71613 25    25    ºìÒ°Öí0         25    1     120
D71613 25    25    ºìÒ°Öí3         25    1     30
D71613 25    25    ºÚÒ°Öí3         25    1     30
D71613 25    25    Ð«Éß3           25    1     30

D71614 25    25    ºìÒ°Öí          25    7     10
D71614 25    25    ºÚÒ°Öí          25    7     10
D71614 25    25    Ð¨¶ê            25    10    10
D71614 25    25    Ð«Éß            25    7     10
D71614 25    25    ºÚÉ«¶ñÇù        25    10    10
D71614 25    25   ºÚÒ°Öí            25    5     10

D71614 25    25    ºÚÒ°Öí0         25    1     120

D71614 25    25    ºìÒ°Öí3         25    1     30
D71614 25    25    ºÚÒ°Öí3         25    1     30
D71614 25    25    Ð«Éß3           25    1     30

D71615 25    25    ºìÒ°Öí          25    7     10
D71615 25    25    ºÚÒ°Öí          25    7     10
D71615 25    25    Ð¨¶ê            25    10    10
D71615 25    25    Ð«Éß            25    7     10
D71615 25    25    ºÚÉ«¶ñÇù        25    10    10
D71615 25    25   ºÚÒ°Öí            25    5     10
D71615 25    25    ºÚÉ«¶ñÇù0       25    1     120
D71615 25    25    ºìÒ°Öí3         25    1     30
D71615 25    25    ºÚÒ°Öí3         25    1     30
D71615 25    25    Ð«Éß3           25    1     30
D71616 25    25    ºìÒ°Öí          25    7     10
D71616 25    25    ºÚÒ°Öí          25    7     10
D71616 25    25    Ð¨¶ê            25    10    10
D71616 25    25    Ð«Éß            25    7     10
D71616 25    25    ºÚÉ«¶ñÇù        25    10    10
D71616 25    25   ºÚÒ°Öí            25    5     10

D71616 25    25    Ð«Éß0           25    1     120

D71616 25    25    ºìÒ°Öí3         25    1     30
D71616 25    25    ºÚÒ°Öí3         25    1     30
D71616 25    25    Ð«Éß3           25    1     30

D71617 25    25    ºìÒ°Öí          25    7     10
D71617 25    25    ºÚÒ°Öí          25    7     10
D71617 25    25    Ð¨¶ê            25    10    10
D71617 25    25    Ð«Éß            25    7     10
D71617 25    25    ºÚÉ«¶ñÇù        25    10    10
D71617 25    25   ºÚÒ°Öí            25    5     10

D71617 25    25    ºìÒ°Öí0         25    1     120

D71617 25    25    ºìÒ°Öí3         25    1     30
D71617 25    25    ºÚÒ°Öí3         25    1     30
D71617 25    25    Ð«Éß3           25    1     30

D71618 25    25    ºìÒ°Öí          25    7     10
D71618 25    25    ºÚÒ°Öí          25    7     10
D71618 25    25    Ð¨¶ê            25    10    10
D71618 25    25    Ð«Éß            25    7     10
D71618 25    25    ºÚÉ«¶ñÇù        25    10    10
D71618 25    25   ºÚÒ°Öí            25    5     10

D71618 25    25    ºÚÒ°Öí0         25    1     120

D71618 25    25    ºìÒ°Öí3         25    1     30
D71618 25    25    ºÚÒ°Öí3         25    1     30
D71618 25    25    Ð«Éß3           25    1     30

D71619 25    25    ºìÒ°Öí          25    7     10
D71619 25    25    ºÚÒ°Öí          25    7     10
D71619 25    25    Ð¨¶ê            25    10    10
D71619 25    25    Ð«Éß            25    7     10
D71619 25    25    ºÚÉ«¶ñÇù        25    10    10
D71619 25    25   ºÚÒ°Öí            25    5     10

D71619 25    25    ºÚÉ«¶ñÇù0       25    1     120

D71619 25    25    ºìÒ°Öí3         25    1     30
D71619 25    25    ºÚÒ°Öí3         25    1     30
D71619 25    25    Ð«Éß3           25    1     30

D71620 25    25    ºìÒ°Öí          25    7     10
D71620 25    25    ºÚÒ°Öí          25    7     10
D71620 25    25    Ð¨¶ê            25    10    10
D71620 25    25    Ð«Éß            25    7     10
D71620 25    25    ºÚÉ«¶ñÇù        25    10    10
D71620 25    25   ºÚÒ°Öí            25    5     10

D71620 25    25    Ð«Éß0           25    1     120

D71620 25    25    ºìÒ°Öí3         25    1     30
D71620 25    25    ºÚÒ°Öí3         25    1     30
D71620 25    25    Ð«Éß3           25    1     30

D71621 25    25    ºìÒ°Öí          25    7     10
D71621 25    25    ºÚÒ°Öí          25    7     10
D71621 25    25    Ð¨¶ê            25    10    10
D71621 25    25    Ð«Éß            25    7     10
D71621 25    25    ºÚÉ«¶ñÇù        25    10    10
D71621 25    25   ºÚÒ°Öí            25    5     10

D71621 25    25    ºìÒ°Öí0         25    1     120

D71621 25    25    ºìÒ°Öí3         25    1     30
D71621 25    25    ºÚÒ°Öí3         25    1     30
D71621 25    25    Ð«Éß3           25    1     30

D71622 25    25    ºìÒ°Öí          25    7     10
D71622 25    25    ºÚÒ°Öí          25    7     10
D71622 25    25    Ð¨¶ê            25    10    10
D71622 25    25    Ð«Éß            25    7     10
D71622 25    25    ºÚÉ«¶ñÇù        25    10    10
D71622 25    25   ºÚÒ°Öí            25    5     10

D71622 25    25    ºÚÒ°Öí0         25    1     120

D71622 25    25    ºìÒ°Öí3         25    1     30
D71622 25    25    ºÚÒ°Öí3         25    1     30
D71622 25    25    Ð«Éß3           25    1     30

D71623 25    25    ºìÒ°Öí          25    7     10
D71623 25    25    ºÚÒ°Öí          25    7     10
D71623 25    25    Ð¨¶ê            25    10    10
D71623 25    25    Ð«Éß            25    7     10
D71623 25    25    ºÚÉ«¶ñÇù        25    10    10
D71623 25    25   ºÚÒ°Öí            25    5     10

D71623 25    25    ºÚÉ«¶ñÇù0       25    1     120

D71623 25    25    ºìÒ°Öí3         25    1     30
D71623 25    25    ºÚÒ°Öí3         25    1     30
D71623 25    25    Ð«Éß3           25    1     30

D71624 25    25    ºìÒ°Öí          25    7     10
D71624 25    25    ºÚÒ°Öí          25    7     10
D71624 25    25    Ð¨¶ê            25    10    10
D71624 25    25    Ð«Éß            25    7     10
D71624 25    25    ºÚÉ«¶ñÇù        25    10    10
D71624 25    25   ºÚÒ°Öí            25    5     10

D71624 25    25    Ð«Éß0           25    1     120

D71624 25    25    ºìÒ°Öí3         25    1     30
D71624 25    25    ºÚÒ°Öí3         25    1     30
D71624 25    25    Ð«Éß3           25    1     30

D71625 25    25    ºìÒ°Öí          25    7     10
D71625 25    25    ºÚÒ°Öí          25    7     10
D71625 25    25    Ð¨¶ê            25    10    10
D71625 25    25    Ð«Éß            25    7     10
D71625 25    25    ºÚÉ«¶ñÇù        25    10    10
D71625 25    25    ºÚÒ°Öí            25    5     10

D71625 25    25    ºìÒ°Öí0         25    1     120

D71625 25    25    ºìÒ°Öí3         25    1     30
D71625 25    25    ºÚÒ°Öí3         25    1     30
D71625 25    25    Ð«Éß3           25    1     30

D716  25    25    ºìÒ°Öí          25    5     10
D716  25    25    ºÚÒ°Öí          25    5     10
D716  25    25    Ð¨¶ê            25    8     10
D716  25    25    Ð«Éß            25    5     10
D716  25    25    ºÚÉ«¶ñÇù        25    8     10
D716  25    25   ºÚÒ°Öí            25    5     10
D716  25    25    ºÚÒ°Öí0         25    1     120

D717  100   100   ºÚÉ«¶ñÇù        100   60    15
D717  100   100   Ð¨¶ê            100   60    15
D717  100   100   °×Ò°Öí          100   28    15
D717  100   100   °×Ò°Öí          100   2     15
D717  100   100   °×Ò°Öí          100   2     15
D717  100   100   °×Ò°Öí2         100   2     15
D717  100   100  ºÚÒ°Öí            100   10    10

E701  50    50    ½©Ê¬1           50    22    23
E701  50    50    ½©Ê¬2           50    22    23
E701  50    50    ½©Ê¬3           50    22    23
E701  50    50    ½©Ê¬4           50    22    23
E701  50    50    ½©Ê¬5           50    22    23
E701  50    50    ½©Ê¬10          50    1     120
E701  50    50    ½©Ê¬30          50    1     120
E701  50    50    ½©Ê¬50          50    1     120


E702  50    50    ½©Ê¬1           50    25    23
E702  50    50    ½©Ê¬2           50    15    23
E702  50    50    ½©Ê¬3           50    15    23
E702  50    50    ½©Ê¬4           50    15    23
E702  50    50    ½©Ê¬5           50    15    23
E702  50    50    Ð¨¶ê            50    15    23
E702  50    50    ºìÒ°Öí          50    15    23
E702  50    50    ºÚÒ°Öí          50    15    23
E702  50    50    ºÚÉ«¶ñÇù        50    15    23
E702  50    50    ½ÇÓ¬            50    2     23
E702  50    50    Ð«Éß            50    10    23

E702  50    50    ½©Ê¬10          50    1     120
E702  50    50    ½©Ê¬40          50    1     120
E702  50    50    ½©Ê¬50          50    1     120
E702  50    50    ºÚÒ°Öí0         50    1     120
E702  50    50    Ð«Éß0           50    1     120


E703  50    50    Ð¨¶ê            50    25    23
E703  50    50    ºìÒ°Öí          50    25    23
E703  50    50    ºÚÒ°Öí          50    25    23
E703  50    50    ºÚÉ«¶ñÇù        50    25    23
E703  50    50    ½ÇÓ¬            50    8     23
E703  50    50    Ð«Éß            50    25    23
E703  50    50    ºìÒ°Öí0         50    1     120
E703  50    50    Ð«Éß0           50    1     120

E601  75    75    ½©Ê¬1           75    50    23
E601  75    75    ½©Ê¬2           75    40    23
E601  75    75    ½©Ê¬3           75    40    23
E601  75    75    ½©Ê¬4           75    40    23
E601  75    75    ½©Ê¬5           75    40    23
E601  75    75    ½©Ê¬10          75    1     120
E601  75    75    ½©Ê¬20          75    1     120
E601  75    75    ½©Ê¬30          75    1     120
E601  75    75    ½©Ê¬20          75    1     120
E601  75    75    ½©Ê¬50          75    1     120
E602  75    75    ½©Ê¬1           75    40    23
E602  75    75    ½©Ê¬2           75   20      23
E602  75    75    ½©Ê¬3           75    35    23
E602  75    75    ½©Ê¬4           75    35    23
E602  75    75    ½©Ê¬5           75    35    23
E602  75    75    òÚò¼            75    35    23
E602  75    75    ºÚÉ«¶ñÇù        75    35    23
E602  75    75    ÌøÌø·ä          75    35    23
E602  75    75    Ç¯³æ            75    35    23
E602  75    75    ½©Ê¬10          75    1     120
E602  75    75    ½©Ê¬20          75    1     120
E602  75    75    òÚò¼0           75    1     120
E602  75    75    ÌøÌø·ä0         75    1     120
E602  75    75    Ç¯³æ0           75    1     120

E603  100   100   ½©Ê¬1           100   40    23
E603  100   100   ½©Ê¬2           100   30    23
E603  100   100   ½©Ê¬3           100   30    23
E603  100   100   ½©Ê¬4           100   30    23
E603  100   100   ½©Ê¬5           100   30    23
E603  100   100   òÚò¼            100   30    23
E603  100   100   ºÚÉ«¶ñÇù        100   40    23
E603  100   100   ÌøÌø·ä          100   40    23
E603  100   100   Ç¯³æ            100   40    23
E603  100   100   ½©Ê¬10          100   1     120
E603  100   100   ½©Ê¬20          100   1     120
E603  100   100   òÚò¼0           100   1     120
E603  100   100   ÌøÌø·ä0         100   1     120
E603  100   100   ºÚÉ«¶ñÇù0       100   1     120
E603  100   100   Ç¯³æ0           100   1     120

E604  75    75    ½©Ê¬1           75    30    23
E604  75    75    ½©Ê¬2           75    20    23
E604  75    75    ½©Ê¬3           75    20    23
E604  75    75    ½©Ê¬4           75    20    23
E604  75    75    ½©Ê¬5           75    20    23
E604  75    75    òÚò¼            75    40    23
E604  75    75    ºÚÉ«¶ñÇù        75    40    23
E604  75    75    ÌøÌø·ä          75    40    23
E604  75    75    Ç¯³æ            75    40    23
E604  75    75    ½©Ê¬10          75    1     120
E604  75    75    ½©Ê¬20          75    1     120
E604  75    75    òÚò¼0           75    1     120
E604  75    75    ÌøÌø·ä0         75    1     120
E604  75    75    Ç¯³æ0           75    1     120

E605  50    50    òÚò¼            50    2     23
E605  50    50    ºÚÉ«¶ñÇù        50    2     23
E605  50    50    ÌøÌø·ä          50    2     23
E605  50    50    Ç¯³æ            50    2     23
E605  50    50    òÚò¼0           50    1     120
E605  50    50    ÌøÌø·ä0         50    1     120
E605  50    50    ºÚÉ«¶ñÇù0       50    1     120
E605  50    50    Ç¯³æ0           50    1     120

M001  200   200   Â¹1             200   2     50
M001  200   200   Â¹              200   2     30
M001  200   200   µ¾²ÝÈË1         200   4     50
M001  200   200   µ¾²ÝÈË          200   2     30
M001  200   200   ¾ÞÐÍ¶à½Ç³æ1     200   6     50
M001  200   200   ¾ÞÐÍ¶à½Ç³æ      200   2     30
M001  200   200   °ëÊÞÓÂÊ¿1       200   4     50
M001  200   200   °ëÊÞÓÂÊ¿        200   2     30
M001  200   200   ÷¼÷Ã¾«Áé1       200   10    50
M001  200   200   ÷¼÷Ã¾«Áé        200   2     30
M001  200   200   Ê¬Íõ1           200   10    50
M001  200   200   Ê¬Íõ            200   2     30
M001  200   200   ÎÖÂêÎÀÊ¿1       200   38    50
M001  200   200   ÎÖÂêÎÀÊ¿        200   2     30
M001  200   200   Ð°¶ñÇ¯³æ1       200   38    50
M001  200   200   Ð°¶ñÇ¯³æ        200   2     30
M001  200   200   °×Ò°Öí1         200   100   50
M001  200   200   °×Ò°Öí          200   2     30
M001  200   200   Ð°¶ñ¶¾Éß1       200   200   50
M001  200   200   ÎÖÂê½ÌÖ÷1       200   400   50
;Ê¬Íõµî
D402  137   107   ½©Ê¬2            0     1     15
D402  138   107   ½©Ê¬2            0     1     15
Q004  15    15    Ê¬Íõ             5     8    15
Q004  15    15    Ê¬Íõ2            10    8     15





11    250   250   É­ÁÖÑ©ÈË        150   20    20
11    250   250   °ëÊÞÈË          150   50    20
11    250   250   °ëÊÞÕ½Ê¿        150   50     20
11    250   250   °ëÊÞÓÂÊ¿10      150   50    10
11    250   250   ¾ç¶¾Ö©Öë        150   8     30
11    250   250   ¶¾Ö©Öë          150   20    20
11    250   250   Ê³ÈË»¨          150   7     20
11    250   250   ÌìÀÇÖ©Öë        150   12    20
11    250   250   ÌìÀÇÖ©Öë3       200   1     60

12    200   200   ÌìÀÇÖ©Öë        100   5     5
12    200   200   ¸ÖÑÀÖ©Öë        100   5     5
12    200   200   ¸ÖÑÀÖ©Öë3       100   5     40
12    200   200   »¨ÎÇÖ©Öë        100   5     5
12    200   200   ºÚïÉÖ©Öë        100   5     5
12    200   200   »ÃÓ°Ö©Öë        100   10    5

12    100   100   ÌìÀÇÖ©Öë        100   5     5
12    100   100   ¸ÖÑÀÖ©Öë        100   5     5
12    100   100   »¨ÎÇÖ©Öë        100   5     5
12    100   100   ºÚïÉÖ©Öë        100   5     5
12    100   100   »ÃÓ°Ö©Öë        100   10    5

12    300   100   ÌìÀÇÖ©Öë        100   5     5
12    300   100   ¸ÖÑÀÖ©Öë        100   5     5
12    300   100   ¸ÖÑÀÖ©Öë3       100   5     40
12    300   100   »¨ÎÇÖ©Öë        100   5     5
12    300   100   ºÚïÉÖ©Öë        100   5     5
12    300   100   »ÃÓ°Ö©Öë        100   10    5

12    100   300   ÌìÀÇÖ©Öë        100   5     5
12    100   300   ¸ÖÑÀÖ©Öë        100   5     5
12    100   300   »¨ÎÇÖ©Öë        100   5     5
12    100   300   ºÚïÉÖ©Öë        100   5     5
12    100   300   »ÃÓ°Ö©Öë        100   10    5

12    300   300   ÌìÀÇÖ©Öë        100   5     5
12    300   300   ¸ÖÑÀÖ©Öë        100   5     5
12    300   300   »¨ÎÇÖ©Öë        100   5     5
12    300   300   ºÚïÉÖ©Öë        100   5     5
12    300   300   »ÃÓ°Ö©Öë        100   1     5

12    200   200   ÌìÀÇÖ©Öë0       100   2     60
12    100   100   ¸ÖÑÀÖ©Öë0       100   2     60
12    100   100   ¸ÖÑÀÖ©Öë3       100   1     60
12    300   100   »¨ÎÇÖ©Öë0       100   2     60
12    100   300   ºÚïÉÖ©Öë0       100   2     60

D10011 200   200   ÌìÀÇÖ©Öë        200   20     5
D10011 200   200   ¸ÖÑÀÖ©Öë        200   20     5
D10011 200   200   ÔÂÄ§Ö©Öë        200   20     5
D10011 200   200   »ÃÓ°Ö©Öë        200   20     5
D10011 200   200   ÌìÀÇÖ©Öë0       200   20     60
D10011 200   200   ¸ÖÑÀÖ©Öë0       200   20     60
D10012 150   150   ¸ÖÑÀÖ©Öë        150   20     5
D10012 150   150   »¨ÎÇÖ©Öë        150   20     5
D10012 150   150   ÔÂÄ§Ö©Öë        150   20     5
D10012 150   150   »ÃÓ°Ö©Öë        150   20     5
D10012 150   150   »¨ÎÇÖ©Öë0       150   25     60
D10012 150   150   ¸ÖÑÀÖ©Öë0       150   20     60
D10013 150   150   »¨ÎÇÖ©Öë        150   26     5
D10013 150   150   ÔÂÄ§Ö©Öë        150   26     5
D10013 150   150   ºÚïÉÖ©Öë        150   26     5
D10013 150   150   »ÃÓ°Ö©Öë        150   25     5
D10013 150   150   »¨ÎÇÖ©Öë0       150   20     60
D10013 150   150   ºÚïÉÖ©Öë0       150   20     60
D1002 150   150   »¨ÎÇÖ©Öë         150   25     5
D1002 150   150   ÔÂÄ§Ö©Öë         150   28     5
D1002 150   150   ºÚïÉÖ©Öë         150   25     5
D1002 150   150   »ÃÓ°Ö©Öë         150   26     5
D1002 150   150   »¨ÎÇÖ©Öë0        150   20     60
D1002 150   150   ºÚïÉÖ©Öë0        150   20     60
D10031 150   150   »¨ÎÇÖ©Öë        150   25     5
D10031 150   150   ÔÂÄ§Ö©Öë        150   22     5
D10031 150   150   ºÚïÉÖ©Öë        150   25     5
D10031 150   150   »ÃÓ°Ö©Öë        150   28     5
D10031 150   150   »¨ÎÇÖ©Öë0       150   20     60
D10031 150   150   ºÚïÉÖ©Öë0       150   20     60
D10031 150   150   Ð°¶ñ¾ÞÈË        150   20     5
D10032 150   150   »¨ÎÇÖ©Öë        150   25     5
D10032 150   150   ÔÂÄ§Ö©Öë        150   25     5
D10032 150   150   ºÚïÉÖ©Öë        150   25     5
D10032 150   150   »ÃÓ°Ö©Öë        150   28     5
D10032 150   150   »¨ÎÇÖ©Öë0       150   20     60
D10032 150   150   ºÚïÉÖ©Öë0       150   20     60
D10032 150   150   Ð°¶ñ¾ÞÈË        150   20     5

D1004 150   150   »¨ÎÇÖ©Öë        350    52     5
D1004 150   150   ÔÂÄ§Ö©Öë        350    52     5
D1004 150   150   »ÃÓ°Ö©Öë        350    55     5
D1004 150   150   Ð°¶ñ¾ÞÈË        150    22     5
D1004 150   150   »¨ÎÇÖ©Öë0       150    22     60
D1004 150   150   Ñª¾ÞÈË0         150    15     120
D10051 150   150   ÔÂÄ§Ö©Öë        350   60     5
